DocumentDate,SalePrice,PropertyID,PropertyType,ym,zhvi_px,zhvi_idx,AdjSalePrice,NbrLivingUnits,SqFtLot,SqFtTotLiving,SqFtFinBasement,Bathrooms,Bedrooms,BldgGrade,YrBuilt,YrRenovated,TrafficNoise,LandVal,ImpsVal,ZipCode,NewConstruction
2006-12-02,900000,8691360110,Single Family,2006-12-01,423400,0.972886029411765,925083.0,1,10195,3990,0,2.5,4,10,1999,0,0,281000,611000,98075,False
2007-06-07,961500,8691360110,Single Family,2007-06-01,433200,0.995404411764706,965939.0,1,10195,3990,0,2.5,4,10,1999,0,0,281000,611000,98075,False
2006-03-29,1140000,8691360220,Single Family,2006-03-01,392100,0.900965073529412,1265310.0,1,12588,4820,0,3.25,4,10,1999,0,0,281000,699000,98075,False
2006-06-06,900000,8691360730,Single Family,2006-06-01,404400,0.929227941176471,968546.0,1,11233,4640,0,2.5,4,10,2000,0,0,281000,631000,98075,False
2007-04-25,937500,8691360760,Single Family,2007-04-01,430900,0.990119485294118,946855.0,1,12363,4000,0,2.5,5,10,2001,0,0,281000,581000,98075,False
2007-02-08,750000,8691360880,Single Family,2007-02-01,427800,0.982996323529412,762973.0,1,10038,3180,0,2.5,4,10,1999,0,0,281000,492000,98075,False
2007-06-21,800000,8691360910,Single Family,2007-06-01,433200,0.995404411764706,803693.0,1,10437,2990,0,2.5,4,10,1999,0,0,281000,479000,98075,False
2007-07-16,806000,8691360960,Single Family,2007-07-01,434200,0.997702205882353,807856.0,1,9677,3120,0,2.5,4,10,1999,0,0,281000,495000,98075,False
2008-10-23,710000,8691370070,Single Family,2008-10-01,390600,0.897518382352941,791070.0,1,7424,3230,0,3.75,4,10,2002,0,0,252000,547000,98075,False
2008-06-17,785000,8691370250,Single Family,2008-06-01,403200,0.926470588235294,847302.0,1,9779,3670,0,2.75,4,10,2003,0,0,252000,599000,98075,False
2008-09-26,645000,8691370280,Single Family,2008-09-01,394900,0.907398897058823,710823.0,1,7969,2720,0,2.5,3,10,2001,0,0,252000,488000,98075,False
2013-04-14,660000,8691370280,Single Family,2013-04-01,356000,0.818014705882353,806831.0,1,7969,2720,0,2.5,3,10,2001,0,0,252000,488000,98075,False
2010-10-04,540000,8691370290,Single Family,2010-10-01,334700,0.769071691176471,702145.0,1,8009,2820,0,2.75,4,9,2001,0,0,252000,421000,98075,False
2006-05-16,685000,8691370400,Single Family,2006-05-01,400600,0.920496323529412,744164.0,1,7302,2810,0,2.75,4,9,2002,0,0,252000,422000,98075,False
2009-10-15,548000,8691370460,Single Family,2009-10-01,351200,0.806985294117647,679071.0,1,7496,2810,0,2.75,3,9,2001,0,0,264000,414000,98075,False
2008-09-02,625000,8691370500,Single Family,2008-09-01,394900,0.907398897058823,688782.0,1,6854,2840,0,2.5,3,9,2002,0,0,252000,425000,98075,False
2011-07-21,845000,8691380030,Single Family,2011-07-01,314100,0.721737132352941,1170786.0,1,9041,5020,0,3.5,4,10,2003,0,0,277000,709000,98075,False
2008-07-22,750000,8691390010,Single Family,2008-07-01,400300,0.919806985294118,815388.0,1,7475,3290,0,2.5,4,9,2004,0,0,267000,465000,98075,False
2007-08-27,875000,8691390120,Single Family,2007-08-01,434600,0.998621323529412,876208.0,1,8410,4030,0,3.25,4,9,2003,0,0,267000,529000,98075,False
2010-07-27,585000,8691390280,Single Family,2010-07-01,342800,0.787683823529412,742684.0,1,5250,3080,0,3.5,4,9,2003,0,0,255000,459000,98075,False
2007-08-06,737500,8691390300,Single Family,2007-08-01,434600,0.998621323529412,738518.0,1,5250,3000,0,2.5,4,9,2003,0,0,255000,434000,98075,False
2006-08-07,735000,8691390510,Single Family,2006-08-01,411100,0.944623161764706,778088.0,1,5000,2980,0,3.5,4,9,2002,0,0,255000,442000,98075,False
2006-06-22,707000,8691390540,Single Family,2006-06-01,404400,0.929227941176471,760847.0,1,4700,3170,0,2.5,4,9,2002,0,0,255000,440000,98075,False
2007-06-26,760000,8691390680,Single Family,2007-06-01,433200,0.995404411764706,763509.0,1,5250,2850,0,2.5,4,9,2004,0,0,267000,431000,98075,False
2006-08-07,730000,8691390750,Single Family,2006-08-01,411100,0.944623161764706,772795.0,1,5630,2770,0,2.5,4,9,2004,0,0,267000,421000,98075,False
2009-10-29,605000,8691390770,Single Family,2009-10-01,351200,0.806985294117647,749704.0,1,5974,3080,0,3.5,4,9,2003,0,0,255000,459000,98075,False
2010-08-02,600000,8691390960,Single Family,2010-08-01,339900,0.781020220588235,768226.0,1,6159,3290,0,2.5,4,9,2002,0,0,267000,449000,98075,False
2008-08-18,605000,8691391030,Single Family,2008-08-01,397900,0.914292279411765,661714.0,1,5647,3290,0,2.5,4,9,2002,0,0,255000,453000,98075,False
2006-11-13,757950,8691391090,Single Family,2006-11-01,421200,0.967830882352941,783143.0,1,6465,3290,0,2.5,4,9,2002,0,0,255000,453000,98075,False
2006-10-09,705000,8691391430,Single Family,2006-10-01,418300,0.961167279411765,733483.0,1,7263,3010,0,2.5,4,9,2004,0,0,255000,452000,98075,False
2011-07-12,640000,8691400010,Single Family,2011-07-01,314100,0.721737132352941,886749.0,1,7809,3330,0,3.25,4,9,2004,0,0,277000,476000,98075,False
2013-05-03,786000,8691400030,Single Family,2013-05-01,360700,0.828814338235294,948343.0,1,8057,3600,0,3.25,5,9,2003,0,0,277000,501000,98075,False
2008-11-07,630000,8691400070,Single Family,2008-11-01,385800,0.886488970588235,710669.0,1,7844,3360,0,3.5,4,9,2003,0,0,264000,482000,98075,False
2007-01-29,802500,8691400080,Single Family,2007-01-01,425600,0.977941176470588,820602.0,1,7035,3150,0,2.75,4,9,2004,0,0,264000,468000,98075,False
2006-05-09,830000,8691400090,Single Family,2006-05-01,400600,0.920496323529412,901687.0,1,6653,3460,0,3.25,4,9,2004,0,0,264000,494000,98075,False
2007-01-08,845000,8691400150,Single Family,2007-01-01,425600,0.977941176470588,864060.0,1,8922,3180,0,3.5,4,9,2004,0,0,264000,470000,98075,False
2007-02-22,700000,8691400160,Single Family,2007-02-01,427800,0.982996323529412,712108.0,1,8782,2640,0,2.5,4,9,2004,0,0,264000,411000,98075,False
2006-10-30,829000,8691400180,Single Family,2006-10-01,418300,0.961167279411765,862493.0,1,7742,3360,0,3.5,4,9,2003,0,0,264000,482000,98075,False
2006-08-23,775000,8691400300,Single Family,2006-08-01,411100,0.944623161764706,820433.0,1,7153,3610,0,3.5,4,9,2004,0,0,264000,508000,98075,False
2007-10-11,845000,8691400520,Single Family,2007-10-01,431300,0.991038602941177,852641.0,1,8054,3600,0,3.25,5,9,2004,0,0,277000,506000,98075,False
2007-07-10,845000,8691400750,Single Family,2007-07-01,434200,0.997702205882353,846946.0,1,8835,3350,0,3.5,4,9,2004,0,0,264000,481000,98075,False
2009-03-03,658100,8691400790,Single Family,2009-03-01,369800,0.849724264705882,774487.0,1,6858,3320,0,2.5,4,9,2004,0,0,264000,468000,98075,False
2009-05-18,605000,8691410100,Single Family,2009-05-01,360700,0.828814338235294,729958.0,1,5211,3390,0,2.75,5,9,2004,0,0,255000,480000,98075,False
2010-07-09,585000,8691410230,Single Family,2010-07-01,342800,0.787683823529412,742684.0,1,6718,3290,0,2.5,4,9,2005,0,0,255000,464000,98075,False
2011-09-14,528000,8691410290,Single Family,2011-09-01,312000,0.716911764705882,736492.0,1,6515,3250,0,2.5,4,9,2005,0,0,255000,475000,98075,False
2006-05-09,759000,8691410450,Single Family,2006-05-01,400600,0.920496323529412,824555.0,1,11209,3020,0,2.5,4,9,2005,0,0,285000,438000,98075,True
2007-09-26,765000,8691410470,Single Family,2007-09-01,433500,0.99609375,768000.0,1,6139,3080,0,2.5,4,9,2005,0,0,255000,446000,98075,False
2006-06-01,757000,8691410530,Single Family,2006-06-01,404400,0.929227941176471,814655.0,1,5497,2980,0,2.5,4,9,2005,0,0,255000,448000,98075,True
2006-03-31,685950,8691410540,Single Family,2006-03-01,392100,0.900965073529412,761350.0,1,6133,2410,0,2.5,3,9,2005,0,0,255000,381000,98075,True
2007-03-28,744000,8691410560,Single Family,2007-03-01,429600,0.987132352941177,753698.0,1,5489,2540,0,2.5,3,9,2006,0,0,267000,400000,98075,True
2006-06-16,745000,8691410580,Single Family,2006-06-01,404400,0.929227941176471,801741.0,1,8201,3020,0,2.5,4,9,2006,0,0,267000,455000,98075,False
2007-08-07,755000,8691410580,Single Family,2007-08-01,434600,0.998621323529412,756042.0,1,8201,3020,0,2.5,4,9,2006,0,0,267000,455000,98075,False
2006-05-18,719950,8691410600,Single Family,2006-05-01,400600,0.920496323529412,782132.0,1,5833,2910,0,2.5,3,9,2005,0,0,267000,431000,98075,True
2006-07-19,717000,8691410620,Single Family,2006-07-01,407700,0.936810661764706,765363.0,1,6988,2540,0,2.5,3,9,2006,0,0,267000,400000,98075,True
2006-10-20,699950,8691410650,Single Family,2006-10-01,418300,0.961167279411765,728229.0,1,7202,2410,0,2.5,3,9,2006,0,0,267000,381000,98075,True
2006-05-18,760000,8691410680,Single Family,2006-05-01,400600,0.920496323529412,825642.0,1,5480,3100,0,3.5,4,9,2005,0,0,267000,484000,98075,True
2011-05-25,620000,8691410700,Single Family,2011-05-01,316900,0.728170955882353,851448.0,1,5600,3100,0,3.5,4,9,2005,0,0,267000,462000,98075,False
2008-10-06,655000,8691410720,Single Family,2008-10-01,390600,0.897518382352941,729790.0,1,5600,3080,0,2.5,4,9,2005,0,0,267000,452000,98075,False
2008-07-29,429000,8691500370,Single Family,2008-07-01,400300,0.919806985294118,466402.0,1,6515,2480,0,3.5,4,7,2004,0,0,126000,234000,98058,False
2007-09-25,422000,8691500530,Single Family,2007-09-01,433500,0.99609375,423655.0,1,7921,2230,0,2.5,3,7,2005,0,0,126000,221000,98058,False
2009-02-23,335000,8691510150,Single Family,2009-02-01,374400,0.860294117647059,389402.0,1,5194,1900,0,2.5,3,7,2004,0,0,126000,193000,98058,False
2011-12-20,245500,8691510310,Single Family,2011-12-01,311900,0.716681985294118,342551.0,1,4950,2480,0,2.5,3,7,2004,0,0,126000,231000,98058,False
2013-02-14,297500,8691510310,Single Family,2013-02-01,347000,0.797334558823529,373118.0,1,4950,2480,0,2.5,3,7,2004,0,0,126000,231000,98058,False
2009-05-14,310000,8692800015,Single Family,2009-05-01,360700,0.828814338235294,374028.0,1,7176,1450,570,1.5,2,7,1955,0,0,148000,219000,98108,False
2007-03-19,365000,8692800035,Single Family,2007-03-01,429600,0.987132352941177,369758.0,1,7020,2000,1000,2.75,4,7,1956,0,0,132000,194000,98108,True
2007-01-26,295000,8695600025,Single Family,2007-01-01,425600,0.977941176470588,301654.0,1,10815,1860,0,2.25,3,8,1959,0,0,71000,174000,98002,False
2006-08-08,240000,8695600095,Single Family,2006-08-01,411100,0.944623161764706,254070.0,1,10815,1120,0,2.25,3,6,1935,0,0,71000,95000,98002,False
2007-10-17,250298,8695600105,Single Family,2007-10-01,431300,0.991038602941177,252561.0,1,10820,1640,0,2.0,3,6,1949,1957,0,71000,119000,98002,False
2007-03-07,207900,8698100170,Single Family,2007-03-01,429600,0.987132352941177,210610.0,1,6000,1060,0,1.0,2,6,1908,0,0,65000,85000,98002,False
2007-01-10,275000,8698600080,Single Family,2007-01-01,425600,0.977941176470588,281203.0,2,5250,2920,1120,2.75,5,7,1911,0,0,64000,249000,98002,False
2012-10-01,96000,8698600160,Single Family,2012-10-01,332400,0.763786764705882,125690.0,1,5750,660,0,1.0,1,5,1912,0,0,64000,66000,98002,False
2008-01-14,237000,8699100025,Single Family,2008-01-01,421900,0.969439338235294,244471.0,1,4659,1410,640,1.0,4,5,1912,1992,0,61000,82000,98002,False
2006-03-20,247000,8699100095,Single Family,2006-03-01,392100,0.900965073529412,274150.0,1,5288,820,0,1.0,2,5,1923,0,0,64000,80000,98002,False
2011-03-29,180000,8699100265,Single Family,2011-03-01,321600,0.738970588235294,243582.0,1,5750,1500,500,1.0,4,6,1912,0,0,64000,138000,98002,False
2006-07-11,185755,8699100330,Single Family,2006-07-01,407700,0.936810661764706,198284.0,1,3916,770,0,1.0,2,5,1942,0,0,58000,40000,98002,False
2006-04-11,225000,8699100490,Single Family,2006-04-01,396500,0.911075367647059,246961.0,1,5474,1290,0,1.0,3,6,1918,0,0,64000,132000,98002,False
2011-10-12,230000,8699800060,Single Family,2011-10-01,312000,0.716911764705882,320821.0,1,8909,1410,0,2.25,3,7,1988,0,0,98000,152000,98198,False
2008-03-24,330000,8700100050,Single Family,2008-03-01,415100,0.953814338235294,345979.0,1,6450,2090,0,2.5,3,7,1990,0,0,82000,186000,98030,False
2012-03-29,219950,8700110020,Single Family,2012-03-01,313600,0.720588235294118,305237.0,1,5994,1650,0,2.5,3,7,1989,0,0,82000,179000,98030,False
2006-05-19,293000,8700110220,Single Family,2006-05-01,400600,0.920496323529412,318307.0,1,5964,1340,0,1.75,3,7,1988,0,0,82000,165000,98030,False
2006-02-17,272000,8700110290,Single Family,2006-02-01,387600,0.890625,305404.0,1,6636,1240,0,2.0,3,7,1988,0,0,82000,156000,98030,False
2008-03-26,325000,8700110420,Single Family,2008-03-01,415100,0.953814338235294,340737.0,1,7106,1630,0,2.5,3,7,1990,0,0,82000,181000,98030,False
2008-02-27,330000,8700120220,Single Family,2008-02-01,418400,0.961397058823529,343250.0,1,7656,1790,0,2.5,3,7,1991,0,0,82000,185000,98030,False
2006-11-17,324000,8700120520,Single Family,2006-11-01,421200,0.967830882352941,334769.0,1,6000,1650,0,2.5,3,7,1990,0,0,82000,166000,98030,False
2006-01-05,320000,8700120560,Single Family,2006-01-01,383200,0.880514705882353,363424.0,1,6315,1870,0,2.0,3,7,1990,0,0,82000,194000,98030,False
2009-09-02,478000,8701600030,Single Family,2009-09-01,351800,0.808363970588235,591318.0,1,5000,1590,400,1.0,5,7,1929,0,0,229000,202000,98116,False
2011-03-04,380000,8701600060,Single Family,2011-03-01,321600,0.738970588235294,514229.0,1,5000,1180,0,1.75,2,7,1910,2002,0,229000,249000,98116,False
2006-06-09,645000,8701600110,Single Family,2006-06-01,404400,0.929227941176471,694125.0,1,4140,2510,900,2.25,4,8,1930,0,0,212000,413000,98126,False
2006-02-21,500000,8701600195,Single Family,2006-02-01,387600,0.890625,561404.0,1,5000,1890,400,1.75,3,7,1929,0,0,229000,289000,98126,False
2006-04-13,425000,8701600215,Single Family,2006-04-01,396500,0.911075367647059,466482.0,1,2500,1830,500,2.5,3,8,1987,0,1,135000,332000,98126,False
2006-10-25,640000,8701600410,Single Family,2006-10-01,418300,0.961167279411765,665857.0,1,5000,1840,0,1.5,4,8,1925,0,1,217000,384000,98126,False
2011-11-18,292800,8704600060,Single Family,2011-11-01,312200,0.717371323529412,408157.0,1,6669,1430,600,1.75,3,7,1930,0,0,216000,240000,98126,False
2011-04-26,737500,8712100575,Single Family,2011-04-01,318700,0.732306985294118,1007091.0,1,5589,2750,910,2.5,5,9,1910,0,0,379000,569000,98112,False
2007-07-18,750000,8712100725,Single Family,2007-07-01,434200,0.997702205882353,751727.0,1,4250,3000,1250,3.0,7,8,1912,0,2,285000,540000,98112,False
2006-05-12,500000,8712100765,Single Family,2006-05-01,400600,0.920496323529412,543185.0,1,4250,1840,0,1.0,3,7,1920,0,2,285000,269000,98112,False
2010-06-09,625000,8712100780,Single Family,2010-06-01,345800,0.794577205882353,786582.0,1,3870,2630,500,1.75,4,7,1920,0,2,273000,511000,98112,False
2006-02-15,947000,8712100830,Single Family,2006-02-01,387600,0.890625,1063298.0,1,4250,3030,1150,2.5,4,8,1911,0,0,358000,579000,98112,False
2006-10-31,369950,8718500075,Single Family,2006-10-01,418300,0.961167279411765,384897.0,1,8280,1300,0,1.5,3,7,1956,0,0,273000,138000,98028,False
2011-06-01,381000,8718500260,Single Family,2011-06-01,315500,0.724954044117647,525551.0,1,10603,2420,1210,2.5,4,7,1958,0,0,292000,210000,98028,False
2006-06-14,385000,8718500320,Single Family,2006-06-01,404400,0.929227941176471,414322.0,1,7881,1880,0,1.75,3,7,1958,0,0,254000,175000,98028,False
2010-02-25,324500,8718500320,Single Family,2010-02-01,350900,0.806295955882353,402458.0,1,7881,1880,0,1.75,3,7,1958,0,0,254000,175000,98028,False
2008-07-08,363000,8718500425,Single Family,2008-07-01,400300,0.919806985294118,394648.0,1,10288,1840,0,1.75,4,7,1955,0,0,292000,91000,98028,False
2009-05-28,335000,8718500495,Single Family,2009-05-01,360700,0.828814338235294,404192.0,1,9225,2190,940,1.75,4,7,1959,0,0,273000,150000,98028,False
2010-01-22,327500,8718500610,Single Family,2010-01-01,350800,0.806066176470588,406294.0,1,9144,1690,550,1.5,3,7,1956,0,0,273000,128000,98028,False
2006-03-02,485000,8722100030,Single Family,2006-03-01,392100,0.900965073529412,538312.0,1,4800,1800,0,2.0,4,7,1918,0,2,296000,250000,98112,False
2007-10-16,650000,8722100060,Single Family,2007-10-01,431300,0.991038602941177,655878.0,1,4800,2580,360,2.5,6,7,1921,0,2,296000,150000,98112,False
2008-08-21,765000,8722100130,Single Family,2008-08-01,397900,0.914292279411765,836713.0,1,5803,2280,300,1.5,3,8,1937,0,0,396000,373000,98112,False
2007-08-09,660000,8722100315,Single Family,2007-08-01,434600,0.998621323529412,660911.0,1,5394,1770,0,1.75,4,7,1925,0,0,382000,413000,98112,False
2010-08-12,665000,8722100735,Single Family,2010-08-01,339900,0.781020220588235,851450.0,1,7023,1840,0,1.5,3,8,1926,0,0,405000,434000,98112,False
2007-08-23,915000,8722100785,Single Family,2007-08-01,434600,0.998621323529412,916263.0,1,3168,2020,200,1.5,3,9,1932,0,0,327000,592000,98112,False
2014-07-08,1050000,8722100810,Single Family,2014-07-01,402000,0.923713235294118,1136716.0,1,3433,2250,750,2.75,4,8,1927,2013,0,327000,629000,98112,False
2006-08-30,745000,8722100920,Single Family,2006-08-01,411100,0.944623161764706,788674.0,1,3306,1750,500,1.0,3,8,1925,2004,1,292000,466000,98112,False
2009-09-29,500000,8722100960,Single Family,2009-09-01,351800,0.808363970588235,618533.0,1,2801,1620,810,1.75,2,7,1928,0,0,306000,328000,98112,False
2006-05-19,645000,8722101100,Single Family,2006-05-01,400600,0.920496323529412,700709.0,1,5160,2050,750,1.75,3,8,1926,0,0,367000,376000,98112,False
2012-08-14,675000,8722101280,Single Family,2012-08-01,327500,0.752527573529412,896977.0,1,2320,2040,570,2.25,3,8,1927,2012,0,280000,568000,98112,False
2006-11-20,630000,8722101360,Single Family,2006-11-01,421200,0.967830882352941,650940.0,1,4400,1660,200,1.0,3,8,1911,0,2,285000,321000,98112,False
2006-07-07,585000,8722101370,Single Family,2006-07-01,407700,0.936810661764706,624459.0,1,4431,2180,160,1.75,4,8,1912,0,2,285000,338000,98112,False
2007-03-14,734500,8722101370,Single Family,2007-03-01,429600,0.987132352941177,744074.0,1,4431,2180,160,1.75,4,8,1912,0,2,285000,338000,98112,False
2012-08-06,289995,8724300030,Single Family,2012-08-01,327500,0.752527573529412,385361.0,1,5028,1860,0,2.25,3,8,2012,0,0,99000,260000,98019,True
2007-10-30,1150000,8725950270,Townhouse,2007-10-01,431300,0.991038602941177,1160399.0,1,3177,2420,490,2.25,2,9,2007,0,0,448000,492000,98004,True
2007-06-18,443900,8728100761,Townhouse,2007-06-01,433200,0.995404411764706,445949.0,1,1518,1500,340,3.5,3,8,2006,0,0,101000,322000,98144,True
2007-03-20,448900,8728100763,Townhouse,2007-03-01,429600,0.987132352941177,454752.0,1,1355,1470,310,3.5,3,8,2006,0,0,101000,322000,98144,True
2007-03-14,444900,8728100765,Townhouse,2007-03-01,429600,0.987132352941177,450699.0,1,1400,1380,320,3.5,3,8,2006,0,0,101000,313000,98144,True
2007-07-16,415000,8728100775,Townhouse,2007-07-01,434200,0.997702205882353,415956.0,1,1150,1110,170,1.5,3,8,2007,0,0,85000,289000,98144,True
2009-11-18,297500,8730000070,Townhouse,2009-11-01,350900,0.806295955882353,368971.0,1,1010,1310,260,2.5,2,8,2009,0,0,81000,249000,98133,True
2013-04-18,325000,8730000260,Townhouse,2013-04-01,356000,0.818014705882353,397303.0,1,1140,1370,290,2.75,2,8,2009,0,0,81000,258000,98133,False
2009-11-24,282500,8730000270,Townhouse,2009-11-01,350900,0.806295955882353,350368.0,1,1140,1370,290,2.75,2,8,2009,0,0,81000,258000,98133,True
2011-02-23,303000,8731000010,Single Family,2011-02-01,325000,0.746783088235294,405740.0,1,10290,2290,950,1.75,4,7,1960,0,0,95000,205000,98146,False
2011-04-28,182500,8731730610,Single Family,2011-04-01,318700,0.732306985294118,249212.0,1,8148,1330,360,1.0,4,7,1976,0,0,95000,141000,98031,False
2007-05-25,319950,8731730680,Single Family,2007-05-01,432100,0.992876838235294,322245.0,1,9202,1360,0,1.5,3,7,1976,0,0,95000,139000,98031,False
2011-06-21,235000,8731800210,Single Family,2011-06-01,315500,0.724954044117647,324158.0,1,9051,2350,780,2.5,3,8,1966,0,0,76000,226000,98023,False
2009-07-23,337000,8731800460,Single Family,2009-07-01,354400,0.814338235294118,413833.0,1,11310,2290,0,1.75,3,9,1969,0,0,94000,239000,98023,False
2007-05-17,352500,8731800540,Single Family,2007-05-01,432100,0.992876838235294,355029.0,1,7400,2100,1000,1.75,5,8,1966,0,0,76000,162000,98023,False
2015-05-13,200000,8731800950,Single Family,2015-05-01,435200,1.0,200000.0,1,8964,2370,0,1.75,4,8,1966,0,0,76000,231000,98023,False
2007-10-10,340000,8731800990,Single Family,2007-10-01,431300,0.991038602941177,343074.0,1,8680,1920,0,2.0,3,8,1965,0,0,76000,196000,98023,False
2006-07-20,385000,8731900280,Single Family,2006-07-01,407700,0.936810661764706,410969.0,1,8784,2040,0,2.25,4,8,1966,0,0,76000,215000,98023,False
2006-06-13,337000,8731900370,Single Family,2006-06-01,404400,0.929227941176471,362667.0,1,8010,1980,0,1.75,4,8,1966,0,0,36000,39000,98023,False
2006-05-17,331950,8731900710,Single Family,2006-05-01,400600,0.920496323529412,360621.0,1,7875,1400,0,1.75,3,8,1968,0,0,80000,167000,98023,False
2006-10-04,363000,8731900880,Single Family,2006-10-01,418300,0.961167279411765,377666.0,1,8820,2580,960,2.25,4,9,1967,0,0,80000,236000,98023,False
2010-05-28,212000,8731900880,Single Family,2010-05-01,347800,0.799172794117647,265274.0,1,8820,2580,960,2.25,4,9,1967,0,0,80000,236000,98023,False
2010-09-21,270000,8731901360,Single Family,2010-09-01,337200,0.774816176470588,348470.0,1,12150,2200,830,2.25,4,8,1989,0,0,76000,186000,98023,False
2009-01-30,264999,8731901820,Single Family,2009-01-01,378200,0.869025735294118,304938.0,1,9000,1660,0,2.0,4,8,1967,0,0,76000,181000,98023,False
2015-05-08,195000,8731901890,Single Family,2015-05-01,435200,1.0,195000.0,1,9020,2060,0,2.25,4,8,1967,0,0,76000,178000,98023,False
2012-06-04,264950,8731901910,Single Family,2012-06-01,322000,0.739889705882353,358094.0,1,7950,1960,0,1.75,4,8,1967,0,0,76000,200000,98023,False
2006-03-16,319000,8731901940,Single Family,2006-03-01,392100,0.900965073529412,354065.0,1,8040,1930,0,1.75,5,8,1966,0,0,76000,195000,98023,False
2006-09-27,324500,8731902090,Single Family,2006-09-01,414800,0.953125,340459.0,1,9996,1790,0,2.0,4,8,1966,0,0,76000,162000,98023,False
2006-03-16,298950,8731902680,Single Family,2006-03-01,392100,0.900965073529412,331811.0,1,7084,1610,330,2.25,3,8,1968,0,0,76000,178000,98023,False
2009-04-29,251000,8731902680,Single Family,2009-04-01,365000,0.838694852941177,299275.0,1,7084,1610,330,2.25,3,8,1968,0,0,76000,178000,98023,False
2006-11-20,440000,8731950310,Single Family,2006-11-01,421200,0.967830882352941,454625.0,1,9435,3460,1730,2.5,4,9,1968,0,0,76000,290000,98023,False
2006-10-02,300000,8731950910,Single Family,2006-10-01,418300,0.961167279411765,312120.0,1,7455,1680,0,1.75,3,8,1968,0,0,76000,185000,98023,False
2008-10-14,318000,8731951120,Single Family,2008-10-01,390600,0.897518382352941,354310.0,1,7900,1990,0,1.75,3,8,1969,0,0,76000,235000,98023,False
2011-05-12,224000,8731951390,Single Family,2011-05-01,316900,0.728170955882353,307620.0,1,8910,1950,0,1.75,3,8,1968,0,0,76000,197000,98023,False
2006-06-15,290000,8731960540,Single Family,2006-06-01,404400,0.929227941176471,312087.0,1,11400,1750,0,2.5,4,7,1975,0,0,76000,173000,98023,False
2011-05-03,249950,8731980570,Single Family,2011-05-01,316900,0.728170955882353,343257.0,1,9790,1990,630,2.5,3,8,1979,0,0,76000,203000,98023,False
2007-05-17,325000,8731980680,Single Family,2007-05-01,432100,0.992876838235294,327332.0,1,7700,1920,600,2.75,3,8,1978,0,0,76000,202000,98023,False
2006-02-20,344950,8731981310,Single Family,2006-02-01,387600,0.890625,387312.0,1,8100,2180,540,2.75,5,8,1975,0,0,80000,183000,98023,False
2009-11-03,329950,8731981380,Single Family,2009-11-01,350900,0.806295955882353,409217.0,1,7700,2380,0,2.25,4,8,1973,0,0,80000,233000,98023,False
2007-05-03,409950,8731981500,Single Family,2007-05-01,432100,0.992876838235294,412891.0,1,8000,2160,500,1.75,4,9,1976,0,0,80000,234000,98023,False
2009-10-20,302000,8731981680,Single Family,2009-10-01,351200,0.806985294117647,374232.0,1,8000,3340,0,2.25,4,8,1973,0,0,80000,266000,98023,False
2006-06-21,382000,8731982840,Single Family,2006-06-01,404400,0.929227941176471,411094.0,1,9030,3490,0,2.5,4,8,1969,0,0,76000,267000,98023,False
2008-10-14,415000,8731982840,Single Family,2008-10-01,390600,0.897518382352941,462386.0,1,9030,3490,0,2.5,4,8,1969,0,0,76000,267000,98023,False
2006-02-14,310000,8731982870,Single Family,2006-02-01,387600,0.890625,348070.0,1,12420,2450,780,1.75,4,8,1974,0,0,76000,224000,98023,False
2013-04-23,257000,8731982930,Single Family,2013-04-01,356000,0.818014705882353,314175.0,1,11430,2210,700,2.25,4,8,1973,0,0,76000,178000,98023,False
2006-06-22,409900,8731982990,Single Family,2006-06-01,404400,0.929227941176471,441119.0,1,10355,3610,0,2.5,5,8,1973,0,0,76000,274000,98023,False
2007-07-13,530000,8731990170,Single Family,2007-07-01,434200,0.997702205882353,531221.0,1,8640,2320,430,2.5,4,8,1977,0,0,96000,231000,98023,False
2013-05-20,269000,8731990400,Single Family,2013-05-01,360700,0.828814338235294,324560.0,1,8700,2540,920,3.0,4,9,1977,0,0,76000,239000,98023,False
2009-04-28,320000,8731990440,Single Family,2009-04-01,365000,0.838694852941177,381545.0,1,7200,2330,770,2.75,4,8,1977,0,0,76000,218000,98023,False
2007-04-19,315000,8732000400,Single Family,2007-04-01,430900,0.990119485294118,318143.0,1,9600,1450,0,1.75,3,7,1976,0,0,100000,146000,98031,False
2007-07-06,299950,8732010380,Single Family,2007-07-01,434200,0.997702205882353,300641.0,1,8806,2050,700,2.5,4,8,1979,0,0,76000,230000,98023,False
2007-08-14,325000,8732010520,Single Family,2007-08-01,434600,0.998621323529412,325449.0,1,8664,1410,0,1.75,3,8,1980,0,0,76000,148000,98023,False
2009-07-17,424950,8732020670,Single Family,2009-07-01,354400,0.814338235294118,521835.0,1,9620,1830,0,1.75,3,8,1978,0,0,100000,202000,98023,False
2006-08-16,344950,8732020860,Single Family,2006-08-01,411100,0.944623161764706,365172.0,1,9120,2370,930,2.5,5,8,1978,0,0,76000,208000,98023,False
2006-06-05,350000,8732030500,Single Family,2006-06-01,404400,0.929227941176471,376657.0,1,7800,2550,0,1.75,3,8,1977,0,0,76000,239000,98023,False
2006-04-12,270000,8732040300,Single Family,2006-04-01,396500,0.911075367647059,296353.0,1,7542,1520,440,2.5,3,8,1981,0,0,76000,203000,98023,False
2007-06-20,299950,8732040760,Single Family,2007-06-01,433200,0.995404411764706,301335.0,1,7200,1850,570,1.75,3,8,1987,0,0,76000,200000,98023,False
